"","Syringe","H2O_mL","air_mL","eq_temp","ResetTime","DATETIME","samplenum","ENDTIME","CO2","delCO2","CH4","delCH4"
"16","VT032",70,70,22,"2019-08-09 21:12:48",2019-08-09 21:12:48,16,2019-08-09 21:13:18,3360.725246078,-23.04637439132,7.013403176596,-57.33281940332
"17","VT006",70,70,22,"2019-08-09 21:15:07",2019-08-09 21:15:07,17,2019-08-09 21:15:37,3395.63773137708,-22.2081320250625,7.15064565175,-57.409260526
"18","VT038",70,70,22,"2019-08-09 21:17:18",2019-08-09 21:17:18,18,2019-08-09 21:17:48,2955.277073375,-22.163460397125,7.88848415562083,-57.6591805190833
"19","VT015",70,70,22,"2019-08-09 21:19:48",2019-08-09 21:19:48,19,2019-08-09 21:20:18,2991.10786812174,-22.6747182831594,7.23821946208696,-57.5462262118261
"20","U040",70,70,22,"2019-08-09 21:22:10",2019-08-09 21:22:10,20,2019-08-09 21:22:40,3195.25938237292,-22.5589433587292,6.77438915938333,-60.7943532543333
"21","U041",70,70,22,"2019-08-09 21:24:36",2019-08-09 21:24:36,21,2019-08-09 21:25:06,3079.25185066875,-22.669812746875,6.75422438782083,-60.7023118214167
"22","U046",70,70,22,"2019-08-09 21:27:02",2019-08-09 21:27:02,22,2019-08-09 21:27:32,3014.279638978,-22.75491085638,6.711957644028,-60.75682962684
"23","U039",70,70,22,"2019-08-09 21:29:33",2019-08-09 21:29:33,23,2019-08-09 21:30:03,3111.95051733,-22.87168593792,6.668824551488,-60.0550498108
"24","U032",70,70,22,"2019-08-09 21:31:52",2019-08-09 21:31:52,24,2019-08-09 21:32:22,3072.0499403125,-22.1075700588542,6.7906417349375,-59.894492381625
"25","U043",70,70,22,"2019-08-09 21:34:22",2019-08-09 21:34:22,25,2019-08-09 21:34:52,2963.7096571875,-22.3791799827708,6.45186094375,-60.1246420175
"26","U048",70,70,22,"2019-08-09 21:36:45",2019-08-09 21:36:45,26,2019-08-09 21:37:15,3076.52790475625,-22.1030269360833,6.54010312448333,-59.9218164778333
"27","U047",70,80,22,"2019-08-09 21:39:18",2019-08-09 21:39:18,27,2019-08-09 21:39:48,3113.687736606,-21.44016582148,6.492059302952,-60.98919904616
"28","U050",70,70,22,"2019-08-09 21:41:39",2019-08-09 21:41:39,28,2019-08-09 21:42:09,3418.825109224,-20.67207627596,7.094112924984,-61.45151827376
"29","U027",70,70,22,"2019-08-09 21:44:03",2019-08-09 21:44:03,29,2019-08-09 21:44:33,3624.66443361875,-20.0611878894167,7.15154855461667,-62.1719522500833
"30","U049",70,90,22,"2019-08-09 21:46:32",2019-08-09 21:46:32,30,2019-08-09 21:47:02,2762.54147550417,-19.4345497722778,5.273395015175,-61.3242968129167
"31","U044",70,70,22,"2019-08-09 21:48:56",2019-08-09 21:48:56,31,2019-08-09 21:49:26,2904.77467443125,-16.7382464037708,7.69337401760833,-61.5822219224167
"32","U042",70,70,22,"2019-08-09 21:51:31",2019-08-09 21:51:31,32,2019-08-09 21:52:01,2874.62515986736,-13.7979014230625,8.22494369987083,-61.71623434525
"33","U038",70,70,22,"2019-08-09 21:56:12",2019-08-09 21:56:12,33,2019-08-09 21:56:42,2904.96667695208,-7.73007985975833,9.2484777455,-61.478819384625
"34","VT036",70,70,22,"2019-08-09 21:58:24",2019-08-09 21:58:24,34,2019-08-09 21:58:54,2719.6531048375,-1.94068956966667,8.7692503600375,-61.5393482234167
"35","VT010",70,70,22,"2019-08-09 22:00:52",2019-08-09 22:00:52,35,2019-08-09 22:01:22,2826.01623193125,1.2178508897875,9.486281513775,-61.78869604625
"36","VT031",70,70,22,"2019-08-09 22:03:04",2019-08-09 22:03:04,36,2019-08-09 22:03:34,2702.61914563125,2.11368990868958,9.2671581682125,-60.9459915438333
"37","VT035",70,70,22,"2019-08-09 22:05:24",2019-08-09 22:05:24,37,2019-08-09 22:05:54,2732.94750334583,3.03827448604583,9.3963718381875,-61.6048215809583
"38","VT041",70,70,22,"2019-08-09 22:08:03",2019-08-09 22:08:03,38,2019-08-09 22:08:33,2688.7415988625,3.34354111146458,9.5107419467375,-60.92393366625
"39","VT046",70,70,22,"2019-08-09 22:10:26",2019-08-09 22:10:26,39,2019-08-09 22:10:56,2721.34150807083,4.87515950103125,8.7749747766375,-61.47171094225
"40","VT050",70,70,22,"2019-08-09 22:12:43",2019-08-09 22:12:43,40,2019-08-09 22:13:13,2744.424473742,5.926396640682,8.779488397168,-60.41852881568
"41","VT042",70,70,22,"2019-08-09 22:15:07",2019-08-09 22:15:07,41,2019-08-09 22:15:37,2574.20463899783,4.67657826812536,7.9083704364913,-60.7702290447391
"42","VT021",70,70,22,"2019-08-09 22:17:32",2019-08-09 22:17:32,42,2019-08-09 22:18:02,2615.59063911667,3.16598749065,8.402512791125,-60.862054597625
"43","VT026",70,70,22,"2019-08-09 22:19:53",2019-08-09 22:19:53,43,2019-08-09 22:20:23,2499.10020202292,2.01875799411667,7.679880312075,-60.236973156875
"44","VT009",70,70,22,"2019-08-09 22:22:30",2019-08-09 22:22:30,44,2019-08-09 22:23:00,2460.33092265208,0.852985239117604,7.74766425462083,-60.7488089309167
"45","VT047",70,70,22,"2019-08-09 22:25:05",2019-08-09 22:25:05,45,2019-08-09 22:25:35,2513.72643755417,-0.161292558300271,7.9921282938875,-60.715508543
"46","VT024",70,70,22,"2019-08-09 22:27:19",2019-08-09 22:27:19,46,2019-08-09 22:27:49,2448.73993352917,-1.354976628655,7.7168219515125,-60.5601648856667
"47","VT013",70,70,22,"2019-08-09 22:29:40",2019-08-09 22:29:40,47,2019-08-09 22:30:10,2383.03296040417,-2.402754050425,8.1848381456625,-60.6612575932083
"48","VT025",70,70,22,"2019-08-09 22:32:08",2019-08-09 22:32:08,48,2019-08-09 22:32:38,2285.68581785417,-3.9079105046125,8.00795191336667,-60.1807218212083
"49","VT027",70,70,22,"2019-08-09 22:34:25",2019-08-09 22:34:25,49,2019-08-09 22:34:55,2329.00112382292,-4.74427498701458,8.2809597554875,-60.10677168525
"50","VT017",70,70,22,"2019-08-09 22:36:42",2019-08-09 22:36:42,50,2019-08-09 22:37:12,2232.57857272708,-6.911186883125,7.9872553296,-60.12719911
"51","VT043",70,70,22,"2019-08-09 22:38:57",2019-08-09 22:38:57,51,2019-08-09 22:39:27,2229.5264851375,-7.96464592886042,7.9066160355375,-60.182777538
"52","VT028",70,70,22,"2019-08-09 22:41:24",2019-08-09 22:41:24,52,2019-08-09 22:41:54,2184.75843475833,-8.86639588828333,7.7112105831375,-59.7724559885
"53","VT040",70,70,22,"2019-08-09 22:43:42",2019-08-09 22:43:42,53,2019-08-09 22:44:12,2083.14293920208,-10.3706896888458,7.2171245004875,-59.6569772828333
"54","U024",70,70,22,"2019-08-09 22:46:07",2019-08-09 22:46:07,54,2019-08-09 22:46:37,2702.04415446042,-21.9011836403125,8.7489163588,-57.98858770775
"55","U026",70,70,22,"2019-08-09 22:48:32",2019-08-09 22:48:32,55,2019-08-09 22:49:02,3041.75111141875,-21.9504041754792,8.82001991622083,-58.233213770875
"56","U023",70,70,22,"2019-08-09 22:50:54",2019-08-09 22:50:54,56,2019-08-09 22:51:24,2540.31533414792,-22.4132497534792,8.78536254245,-58.302393994375
"57","U029",70,70,22,"2019-08-09 22:53:21",2019-08-09 22:53:21,57,2019-08-09 22:53:51,2667.81442285208,-22.0487420741042,8.6421998063125,-58.03595726025
"58","U021",70,70,22,"2019-08-09 22:55:40",2019-08-09 22:55:40,58,2019-08-09 22:56:10,2568.56345356875,-19.9015527553958,8.76238622659167,-57.7440371599167
"59","U030",70,70,22,"2019-08-09 22:57:58",2019-08-09 22:57:58,59,2019-08-09 22:58:28,2701.9210495375,-19.760508963875,9.2601358855375,-57.985106029625
"60","U020",70,70,22,"2019-08-09 23:00:16",2019-08-09 23:00:16,60,2019-08-09 23:00:46,2448.59576289236,-19.9936729707778,8.86064746768333,-58.4951781367917
"61","U025",70,70,22,"2019-08-09 23:02:52",2019-08-09 23:02:52,61,2019-08-09 23:03:22,2455.44980149375,-18.3714757144792,9.0403809622125,-57.2882736705
"62","U036",70,70,22,"2019-08-09 23:05:16",2019-08-09 23:05:16,62,2019-08-09 23:05:46,2485.86572013125,-16.8105728375417,8.7441146226,-57.6655322917917
"63","U031",70,70,22,"2019-08-09 23:07:36",2019-08-09 23:07:36,63,2019-08-09 23:08:06,2386.07481571458,-16.2794860726042,9.02225691472083,-58.147603888875
"64","U033",70,70,22,"2019-08-09 23:10:10",2019-08-09 23:10:10,64,2019-08-09 23:10:40,2436.248801675,-15.3465031036042,8.9991468208375,-59.2906841895417
"65","U035",70,70,22,"2019-08-09 23:12:50",2019-08-09 23:12:50,65,2019-08-09 23:13:20,2761.94958825208,-13.8576738547917,9.9142328763125,-64.133537033125
"66","U022",70,70,22,"2019-08-09 23:15:17",2019-08-09 23:15:17,66,2019-08-09 23:15:47,2590.77976110625,-12.8193539107083,9.512167569325,-60.386440465875
"67","U010",70,70,22,"2019-08-09 23:17:48",2019-08-09 23:17:48,67,2019-08-09 23:18:18,2445.42029470797,-12.0242138279855,8.85838210706956,-59.4061726452609
"68","U008",70,70,22,"2019-08-09 23:20:09",2019-08-09 23:20:09,68,2019-08-09 23:20:39,2354.65900962083,-10.6950793832458,9.1178268289375,-58.407681733875
"69","U017",70,70,22,"2019-08-09 23:22:26",2019-08-09 23:22:26,69,2019-08-09 23:22:56,2287.30446147708,-10.2883610219875,9.23206865380833,-58.3348943087083
"70","U045",70,70,22,"2019-08-09 23:24:48",2019-08-09 23:24:48,70,2019-08-09 23:25:18,2379.43907814783,-8.92466142517826,9.04110926168696,-58.0573138970435
"71","U009",70,70,22,"2019-08-09 23:27:16",2019-08-09 23:27:16,71,2019-08-09 23:27:46,2562.6576627058,-6.66741013182971,9.74583156141304,-59.3562858813913
"72","U013",70,70,22,"2019-08-09 23:29:35",2019-08-09 23:29:35,72,2019-08-09 23:30:05,2223.80896829783,-6.20419037546667,9.09607742629565,-59.5195789012174
"73","U018",70,70,22,"2019-08-09 23:31:57",2019-08-09 23:31:57,73,2019-08-09 23:32:27,2088.55935571875,-5.77224676722292,8.64252651032917,-58.3535577518333
"74","U012",70,70,22,"2019-08-09 23:34:17",2019-08-09 23:34:17,74,2019-08-09 23:34:47,2182.01087209167,-4.95365938127708,8.67165752031667,-59.4309644361667
"75","U001",70,70,22,"2019-08-09 23:36:35",2019-08-09 23:36:35,75,2019-08-09 23:37:05,2133.597831368,-4.668926594466,6.743567177952,-59.07494764312
"76","U004",70,70,22,"2019-08-09 23:38:55",2019-08-09 23:38:55,76,2019-08-09 23:39:25,2396.545190826,-6.01164295848,7.327305860604,-60.35099896472
"77","U015",70,70,22,"2019-08-09 23:41:30",2019-08-09 23:41:30,77,2019-08-09 23:42:00,2006.63921835208,-6.9365708253625,6.19250871075417,-58.5127855560417
"78","U002",70,70,22,"2019-08-09 23:43:56",2019-08-09 23:43:56,78,2019-08-09 23:44:26,2199.12513804,-8.91468014464,6.513548147884,-58.46600169684
"79","U005",70,70,22,"2019-08-09 23:46:22",2019-08-09 23:46:22,79,2019-08-09 23:46:52,1893.03556130652,-8.89192467683841,6.1209423798087,-58.8198225326957
"80","U011",70,70,22,"2019-08-09 23:49:03",2019-08-09 23:49:03,80,2019-08-09 23:49:33,1981.86440218542,-10.2384251854875,5.7773698686875,-59.274832250125
"81","U019",70,70,22,"2019-08-09 23:51:32",2019-08-09 23:51:32,81,2019-08-09 23:52:02,1673.38734786042,-12.8657348525625,5.703607050275,-58.7696900394583
"82","VT023",70,70,22,"2019-08-09 23:54:01",2019-08-09 23:54:01,82,2019-08-09 23:54:31,2952.81046651458,-20.921717003,7.781084638625,-57.409102741625
"83","VT020",70,70,22,"2019-08-09 23:56:34",2019-08-09 23:56:34,83,2019-08-09 23:57:04,2802.34749058958,-21.1538654331458,7.42281884500833,-58.1959095865833
"84","VT018",70,70,22,"2019-08-09 23:58:57",2019-08-09 23:58:57,84,2019-08-09 23:59:27,2767.80231736389,-21.1654606499028,7.10483458524167,-58.0498607055
